 INFO | 2022-07-27 18:33:56,258 | Common.java | 66 | Startup activites...
 INFO | 2022-07-27 18:33:56,268 | Common.java | 66 | Test Output Directory creation successful :D:\Data\Official\SathyaProject\iSafe_Lupin_JAR/TestResults/2022_07_27_06_33_56_PM
 INFO | 2022-07-27 18:33:56,268 | Common.java | 66 | Log File creation successful : LogFile.log
 INFO | 2022-07-27 18:33:56,485 | Common.java | 66 | Getting value of GridExecution from Test Configuration file : Yes
 INFO | 2022-07-27 18:33:56,650 | Common.java | 66 | Getting value of AppURL from Test Configuration file : 
 INFO | 2022-07-27 18:33:56,652 | Common.java | 66 | Getting value of Tc_Settings_Excelpath from Test Configuration file : ./src/main/resources/data/TestCaseSettings.xls
 INFO | 2022-07-27 18:33:56,680 | Common.java | 66 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2022-07-27 18:33:56,682 | Common.java | 66 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2022-07-27 18:33:56,684 | Common.java | 66 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2022-07-27 18:33:56,685 | Common.java | 66 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2022-07-27 18:33:56,687 | Common.java | 66 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2022-07-27 18:33:56,897 | Common.java | 66 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2022-07-27 18:33:56,905 | Common.java | 66 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2022-07-27 18:34:00,860 | Common.java | 66 | ---- Starting appium server ----
 INFO | 2022-07-27 18:34:00,878 | Common.java | 66 | Waiting for 10 seconds...
 INFO | 2022-07-27 18:34:10,892 | Common.java | 66 | Getting value of ElementLoadWaitTime from Test Configuration file : 15
 INFO | 2022-07-27 18:34:10,903 | Common.java | 66 | Getting value of TextLoadWaitTime from Test Configuration file : 30
 INFO | 2022-07-27 18:34:10,908 | Common.java | 66 | Getting value of PageLoadWaitTime from Test Configuration file : 30
 INFO | 2022-07-27 18:34:10,912 | Common.java | 66 | Getting value of ImplicitlyWaitTime from Test Configuration file : 30
 INFO | 2022-07-27 18:34:10,914 | Common.java | 66 | Element time out set
 INFO | 2022-07-27 18:34:10,920 | Common.java | 66 | Getting value of GridExecution from Test Configuration file : Yes
 INFO | 2022-07-27 18:34:10,921 | Common.java | 66 | Opening Lupin Browser...
 INFO | 2022-07-27 18:34:10,923 | Common.java | 66 | Getting value of AppiumTimeOut from Test Configuration file : 600
 INFO | 2022-07-27 18:34:10,926 | Common.java | 66 | Getting value of AppType from Test Configuration file : Native
 INFO | 2022-07-27 18:34:10,928 | Common.java | 66 | Getting value of AppPackage1 from Test Configuration file : com.lupin.lyfe.patient.app
 INFO | 2022-07-27 18:34:10,931 | Common.java | 66 | Getting value of AppActivity1 from Test Configuration file : com.lupin.lyfe.patient.app.MainActivity
 INFO | 2022-07-27 18:34:33,935 | Common.java | 66 | Browser: Open Successful : lupin
 INFO | 2022-07-27 18:34:33,938 | Common.java | 66 | Getting value of AppType from Test Configuration file : Native
 INFO | 2022-07-27 18:34:33,942 | Common.java | 66 | Getting value of SequentialLaunch from Test Configuration file : No
 INFO | 2022-07-27 18:34:33,964 | Common.java | 66 | Getting value of indium_logo_path from Test Configuration file : Logos/Indium-Software-Logo.jpg
 INFO | 2022-07-27 18:34:33,966 | Common.java | 66 | Getting value of client_logo_path from Test Configuration file : Logos/client_logo.jpg
 INFO | 2022-07-27 18:34:33,970 | Common.java | 66 | Getting value of indium_logo_path from Test Configuration file : Logos/Indium-Software-Logo.jpg
 INFO | 2022-07-27 18:34:33,973 | Common.java | 66 | Getting value of client_logo_path from Test Configuration file : Logos/client_logo.jpg
 INFO | 2022-07-27 18:34:34,041 | Common.java | 66 | Getting value of SequentialLaunch from Test Configuration file : No
 INFO | 2022-07-27 18:34:34,056 | Common.java | 66 | Getting value of indium_logo_path from Test Configuration file : Logos/Indium-Software-Logo.jpg
 INFO | 2022-07-27 18:34:34,058 | Common.java | 66 | Getting value of client_logo_path from Test Configuration file : Logos/client_logo.jpg
 INFO | 2022-07-27 18:34:34,061 | Common.java | 66 | Getting value of indium_logo_path from Test Configuration file : Logos/Indium-Software-Logo.jpg
 INFO | 2022-07-27 18:34:34,064 | Common.java | 66 | Getting value of client_logo_path from Test Configuration file : Logos/client_logo.jpg
 INFO | 2022-07-27 18:34:34,082 | Common.java | 66 | Getting value of indium_logo_path from Test Configuration file : Logos/Indium-Software-Logo.jpg
 INFO | 2022-07-27 18:34:34,084 | Common.java | 66 | Getting value of client_logo_path from Test Configuration file : Logos/client_logo.jpg
 INFO | 2022-07-27 18:34:34,088 | Common.java | 66 | Getting value of indium_logo_path from Test Configuration file : Logos/Indium-Software-Logo.jpg
 INFO | 2022-07-27 18:34:34,090 | Common.java | 66 | Getting value of client_logo_path from Test Configuration file : Logos/client_logo.jpg
 INFO | 2022-07-27 18:34:34,222 | Common.java | 66 | Getting value of ElementLoadWaitTime from Test Configuration file : 15
 INFO | 2022-07-27 18:34:34,223 | Common.java | 66 | Getting value of TextLoadWaitTime from Test Configuration file : 30
 INFO | 2022-07-27 18:34:34,225 | Common.java | 66 | Getting value of PageLoadWaitTime from Test Configuration file : 30
 INFO | 2022-07-27 18:34:34,227 | Common.java | 66 | Getting value of ImplicitlyWaitTime from Test Configuration file : 30
 INFO | 2022-07-27 18:34:34,228 | Common.java | 66 | Element time out set
 INFO | 2022-07-27 18:34:34,228 | Common.java | 66 | ############# Start of Test Case[UAT_IND_009] : Verify whether patient can  record single Biovitals information  Manually #############
 INFO | 2022-07-27 18:34:34,241 | Common.java | 66 | XML file is opened
 INFO | 2022-07-27 18:34:34,244 | Common.java | 66 | Test Case tag is created
 INFO | 2022-07-27 18:34:34,253 | Common.java | 66 | XML file is saved and closed
 INFO | 2022-07-27 18:34:34,259 | Common.java | 66 | XML file is opened
 INFO | 2022-07-27 18:34:34,268 | Common.java | 66 | XML file is saved and closed
 INFO | 2022-07-27 18:34:34,270 | Common.java | 66 | Getting value of TestDataFile from Test Configuration file : ./src/main/resources/data/TestData.xls
 INFO | 2022-07-27 18:34:34,364 | Common.java | 66 | ################################DataSet: 1################################
 INFO | 2022-07-27 18:34:34,369 | Common.java | 66 | XML file is opened
 INFO | 2022-07-27 18:34:34,370 | Common.java | 66 | Test step is created
 INFO | 2022-07-27 18:34:34,381 | Common.java | 66 | XML file is saved and closed
 INFO | 2022-07-27 18:34:34,797 | Common.java | 66 | XML file is opened
 INFO | 2022-07-27 18:34:34,798 | Common.java | 66 | Test step is created
 INFO | 2022-07-27 18:34:34,806 | Common.java | 66 | XML file is saved and closed
 INFO | 2022-07-27 18:34:34,887 | Common.java | 66 | Getting value of TestDataFile from Test Configuration file : ./src/main/resources/data/TestData.xls
 INFO | 2022-07-27 18:34:34,960 | Common.java | 66 | Getting value of TestDataFile from Test Configuration file : ./src/main/resources/data/TestData.xls
 INFO | 2022-07-27 18:34:35,044 | Common.java | 66 | Getting value of TestDataFile from Test Configuration file : ./src/main/resources/data/TestData.xls
 INFO | 2022-07-27 18:34:35,121 | Common.java | 66 | Getting value of TestDataFile from Test Configuration file : ./src/main/resources/data/TestData.xls
 INFO | 2022-07-27 18:34:35,193 | Common.java | 66 | Getting value of AppName1 from Test Configuration file : Lyfe
 INFO | 2022-07-27 18:34:35,196 | Common.java | 66 | Getting value of AppName1 from Test Configuration file : Lyfe
 INFO | 2022-07-27 18:34:35,198 | Common.java | 66 | Getting value of AppPackage1 from Test Configuration file : com.lupin.lyfe.patient.app
 INFO | 2022-07-27 18:34:36,472 | Common.java | 66 | Current Application :Lyfe
 INFO | 2022-07-27 18:34:36,477 | Common.java | 66 | XML file is opened
 INFO | 2022-07-27 18:34:36,478 | Common.java | 66 | Test step is created
